"Country";"Frequency Range";"Allocations";"Applications"
"HU";"400.150 - 405.000 MHz";"Weather baloons/downlink";"#B0E0E6"
"HU";"406.000 - 406.100 MHz";"COSPAS SARSAT/uplink";"#B0E0E6"
"HU";"410.000 - 420.000 MHz";"TETRA/uplink";"#FFFF00"
"HU";"420.000 - 430.000 MHz";"TETRA/downlink";"#FFFF00"
"HU";"431.000 - 435.000 MHz";"ISM 433";"#DC143C"
"HU";"435.000 - 451.310 MHz";"PMR DMR repeaters/70cm HAM";"#20B2AA"
"HU";"451.300 - 455.740 MHz";"450/ArgoNET/uplink";"#A9A9A9"
"HU";"455.740 - 461.300 MHz";"PMR DMR";"#20B2AA"
"HU";"461.300 - 465.740 MHz";"450/ArgoNET/downlink";"#A9A9A9"
"HU";"465.740 - 470.000 MHz";"PMR DMR";"#20B2AA"
"HU";"470.000 - 582.000 MHz";"TV IV/DVB-T";"#4B0082"
"HU";"582.000 - 694.000 MHz";"TV V/DVB-T";"#4B0082"
"HU";"708.000 - 718.000 MHz";"700/Telekom/uplink";"#E70073"
"HU";"718.000 - 728.000 MHz";"700/Vodafone/uplink";"#FF0009"
"HU";"728.000 - 733.000 MHz";"700/Yettel/uplink";"#C4FD50"
"HU";"763.000 - 773.000 MHz";"700/Telekom/downlink";"#E70073"
"HU";"773.000 - 783.000 MHz";"700/Vodafone/downlink";"#FF0009"
"HU";"783.000 - 788.000 MHz";"700/Yettel/downlink";"#C4FD50"
"HU";"791.000 - 801.000 MHz";"800/Vodafone/downlink";"#FF0009"
"HU";"801.000 - 811.000 MHz";"800/Telekom/downlink";"#E70073"
"HU";"811.000 - 821.000 MHz";"800/Yettel/downlink";"#C4FD50"
"HU";"823.000 - 832.000 MHz";"Mics";"#8FBC8F"
"HU";"832.000 - 842.000 MHz";"800/Vodafone/uplink";"#FF0009"
"HU";"842.000 - 852.000 MHz";"800/Telekom/uplink";"#E70073"
"HU";"852.000 - 862.000 MHz";"800/Yettel/uplink";"#C4FD50"
"HU";"863.000 - 870.000 MHz";"ISM 868";"#DC143C"
"HU";"876.000 - 880.000 MHz";"GSM-R/uplink";"#8c0065"
"HU";"880.000 - 895.000 MHz";"900/Yettel/uplink";"#C4FD50"
"HU";"895.000 - 905.000 MHz";"900/Vodafone/uplink";"#FF0009"
"HU";"905.000 - 915.000 MHz";"900/Telekom/uplink";"#E70073"
"HU";"921.000 - 925.000 MHz";"GSM-R/downlink";"#8c0065"
"HU";"925.000 - 940.000 MHz";"900/Yettel/downlink";"#C4FD50"
"HU";"940.000 - 950.000 MHz";"900/Vodafone/downlink";"#FF0009"
"HU";"950.000 - 960.000 MHz";"900/Telekom/downlink";"#E70073"
"HU";"1028.000 - 1032.000 MHz";"IFF - ADSB/Aviation tracking systems";"#FF0000"
"HU";"1088.000 - 1092.000 MHz";"IFF - ADSB/Aviation tracking systems";"#FF0000"
"HU";"1164.000 - 1215.000 MHz";"Galileo E5";"#7CFC00"
"HU";"1164.000 - 1189.000 MHz";"GPS L5";"#FF1493"
"HU";"1189.000 - 1214.000 MHz";"GLONASS G3";"#FF1493"
"HU";"1207.000 - 1208.000 MHz";"BeiDou B2";"#E0E6B0"
"HU";"1215.000 - 1240.000 MHz";"GPS L2";"#00BFFF"
"HU";"1237.000 - 1254.000 MHz";"GLONASS G2";"#FF1493"
"HU";"1260.000 - 1300.000 MHz";"Galileo E6";"#7CFC00"
"HU";"1268.000 - 1269.000 MHz";"BeiDou B3";"#E0E6B0"
"HU";"1400.000 - 1427.000 MHz";"Satellite sensors";"#B0E0E6"
"HU";"1518.000 - 1525.000 MHz";"Meteo MSS/uplink";"#B0E0E6"
"HU";"1525.000 - 1559.000 MHz";"INMARSAT/MSS";"#B0E0E6"
"HU";"1544.000 - 1546.000 MHz";"SARSAT LEOSAR MEOSAR GEOSAR/rescue repeaters";"#B68040"
"HU";"1559.000 - 1592.000 MHz";"Galileo E1";"#7CFC00"
"HU";"1561.000 - 1562.000 MHz";"BeiDou B1";"#E0E6B0"
"HU";"1563.000 - 1587.000 MHz";"GPS L1";"#00BFFF"
"HU";"1589.000 - 1590.000 MHz";"BeiDou B1-B2";"#E0E6B0"
"HU";"1593.000 - 1610.000 MHz";"GLONASS G1";"#FF1493"
"HU";"1610.000 - 1660.500 MHz";"MSS/downlink";"#B0E0E6"
"HU";"1670.000 - 1675.000 MHz";"MSS/downlink";"#B0E0E6"
"HU";"1690.000 - 1708.000 MHz";"Meteor - NOAA/HRPT downlink";"#B0E0E6"
"HU";"1710.000 - 1730.000 MHz";"1800/Vodafone/uplink";"#FF0009"
"HU";"1730.000 - 1760.000 MHz";"1800/Telekom/uplink";"#E70073"
"HU";"1765.000 - 1785.000 MHz";"1800/Yettel/uplink";"#C4FD50"
"HU";"1785.000 - 1805.000 MHz";"Mics";"#8FBC8F"
"HU";"1805.000 - 1825.000 MHz";"1800/Vodafone/downlink";"#FF0009"
"HU";"1825.000 - 1855.000 MHz";"1800/Telekom/downlink";"#E70073"
"HU";"1860.000 - 1880.000 MHz";"1800/Yettel/downlink";"#C4FD50"
"HU";"1880.000 - 1900.000 MHz";"DECT";"#556B2F"
"HU";"1920.000 - 1940.000 MHz";"2100/Telekom/uplink";"#E70073"
"HU";"1940.000 - 1960.000 MHz";"2100/Yettel/uplink";"#C4FD50"
"HU";"1960.000 - 1980.000 MHz";"2100/Vodafone/uplink";"#FF0009"
"HU";"1980.000 - 2010.000 MHz";"MSS/uplink";"#B0E0E6"
"HU";"2010.000 - 2025.000 MHz";"TV cam";"#B0E0E6"
"HU";"2080.000 - 2110.000 MHz";"TV retrans/uplink";"#B0E0E6"
"HU";"2110.000 - 2130.000 MHz";"2100/Telekom/downlink";"#E70073"
"HU";"2130.000 - 2150.000 MHz";"2100/Yettel/downlink";"#C4FD50"
"HU";"2150.000 - 2170.000 MHz";"2100/Vodafone/downlink";"#FF0009"
"HU";"2170.000 - 2200.000 MHz";"MSS/uplink";"#B0E0E6"
"HU";"2200.000 - 2300.000 MHz";"TV retrans/downlink";"#B0E0E6"
"HU";"2300.000 - 2400.000 MHz";"TV cam";"#B0E0E6"
"HU";"2409.000 - 2415.000 MHz";"WLAN/CH 1";"#DC143C"
"HU";"2414.000 - 2420.000 MHz";"WLAN/CH 2";"#DC143C"
"HU";"2419.000 - 2425.000 MHz";"WLAN/CH 3";"#DC143C"
"HU";"2424.000 - 2430.000 MHz";"WLAN/CH 4";"#DC143C"
"HU";"2429.000 - 2435.000 MHz";"WLAN/CH 5";"#DC143C"
"HU";"2434.000 - 2440.000 MHz";"WLAN/CH 6";"#DC143C"
"HU";"2439.000 - 2445.000 MHz";"WLAN/CH 7";"#DC143C"
"HU";"2444.000 - 2450.000 MHz";"WLAN/CH 8";"#DC143C"
"HU";"2449.000 - 2455.000 MHz";"WLAN/CH 9";"#DC143C"
"HU";"2454.000 - 2460.000 MHz";"WLAN/CH 10";"#DC143C"
"HU";"2459.000 - 2465.000 MHz";"WLAN/CH 11";"#DC143C"
"HU";"2464.000 - 2470.000 MHz";"WLAN/CH 12";"#DC143C"
"HU";"2469.000 - 2475.000 MHz";"WLAN/CH 13";"#DC143C"
"HU";"2483.500 - 2500.000 MHz";"TV cam";"#B0E0E6"
"HU";"2500.000 - 2530.000 MHz";"2600/Telekom/uplink";"#E70073"
"HU";"2530.000 - 2550.000 MHz";"2600/Vodafone/uplink";"#FF0009"
"HU";"2550.000 - 2570.000 MHz";"2600/Yettel/uplink";"#C4FD50"
"HU";"2575.000 - 2600.000 MHz";"2600/Vodafone/TDD";"#FF0009"
"HU";"2620.000 - 2650.000 MHz";"2600/Telekom/downlink";"#E70073"
"HU";"2650.000 - 2670.000 MHz";"2600/Vodafone/downlink";"#FF0009"
"HU";"2670.000 - 2690.000 MHz";"2600/Yettel/downlink";"#C4FD50"
"HU";"2700.000 - 2900.000 MHz";"Civil + military radar";"#FF0000"
"HU";"3410.000 - 3540.000 MHz";"3500/Vodafone/TDD";"#FF0009"
"HU";"3540.000 - 3660.000 MHz";"3700/Telekom/TDD";"#E70073"
"HU";"3660.000 - 3800.000 MHz";"3700/Yettel/TDD";"#C4FD50"
"HU";"3800.000 - 4200.000 MHz";"FSS/uplink";"#B0E0E6"
"HU";"5155.000 - 5165.000 MHz";"WLAN/CH 32";"#DC143C"
"HU";"5165.000 - 5175.000 MHz";"WLAN/CH 34";"#DC143C"
"HU";"5175.000 - 5185.000 MHz";"WLAN/CH 36";"#DC143C"
"HU";"5185.000 - 5195.000 MHz";"WLAN/CH 38";"#DC143C"
"HU";"5195.000 - 5205.000 MHz";"WLAN/CH 40";"#DC143C"
"HU";"5205.000 - 5215.000 MHz";"WLAN/CH 42";"#DC143C"
"HU";"5215.000 - 5225.000 MHz";"WLAN/CH 44";"#DC143C"
"HU";"5225.000 - 5235.000 MHz";"WLAN/CH 46";"#DC143C"
"HU";"5235.000 - 5245.000 MHz";"WLAN/CH 48";"#DC143C"
"HU";"5245.000 - 5255.000 MHz";"WLAN/CH 50";"#DC143C"
"HU";"5255.000 - 5265.000 MHz";"WLAN/CH 52";"#DC143C"
"HU";"5265.000 - 5275.000 MHz";"WLAN/CH 54";"#DC143C"
"HU";"5275.000 - 5285.000 MHz";"WLAN/CH 56";"#DC143C"
"HU";"5285.000 - 5295.000 MHz";"WLAN/CH 58";"#DC143C"
"HU";"5295.000 - 5305.000 MHz";"WLAN/CH 60";"#DC143C"
"HU";"5305.000 - 5315.000 MHz";"WLAN/CH 62";"#DC143C"
"HU";"5315.000 - 5325.000 MHz";"WLAN/CH 64";"#DC143C"
"HU";"5325.000 - 5335.000 MHz";"WLAN/CH 66";"#DC143C"
"HU";"5335.000 - 5345.000 MHz";"WLAN/CH 68";"#DC143C"
"HU";"5350.000 - 5470.000 MHz";"Meteo radar";"#B0E0E6"
"HU";"5475.000 - 5485.000 MHz";"WLAN/CH 96";"#DC143C"
"HU";"5495.000 - 5505.000 MHz";"WLAN/CH 100";"#DC143C"
"HU";"5505.000 - 5515.000 MHz";"WLAN/CH 102";"#DC143C"
"HU";"5515.000 - 5525.000 MHz";"WLAN/CH 104";"#DC143C"
"HU";"5525.000 - 5535.000 MHz";"WLAN/CH 106";"#DC143C"
"HU";"5535.000 - 5545.000 MHz";"WLAN/CH 108";"#DC143C"
"HU";"5545.000 - 5555.000 MHz";"WLAN/CH 110";"#DC143C"
"HU";"5555.000 - 5565.000 MHz";"WLAN/CH 112";"#DC143C"
"HU";"5565.000 - 5575.000 MHz";"WLAN/CH 114";"#DC143C"
"HU";"5575.000 - 5585.000 MHz";"WLAN/CH 116";"#DC143C"
"HU";"5585.000 - 5595.000 MHz";"WLAN/CH 118";"#DC143C"
"HU";"5595.000 - 5605.000 MHz";"WLAN/CH 120";"#DC143C"
"HU";"5605.000 - 5615.000 MHz";"WLAN/CH 122";"#DC143C"
"HU";"5615.000 - 5625.000 MHz";"WLAN/CH 124";"#DC143C"
"HU";"5625.000 - 5635.000 MHz";"WLAN/CH 126";"#DC143C"
"HU";"5635.000 - 5645.000 MHz";"WLAN/CH 128";"#DC143C"
"HU";"5645.000 - 5655.000 MHz";"WLAN/CH 130";"#DC143C"
"HU";"5655.000 - 5665.000 MHz";"WLAN/CH 132";"#DC143C"
"HU";"5665.000 - 5675.000 MHz";"WLAN/CH 134";"#DC143C"
"HU";"5675.000 - 5685.000 MHz";"WLAN/CH 136";"#DC143C"
"HU";"5685.000 - 5695.000 MHz";"WLAN/CH 138";"#DC143C"
"HU";"5695.000 - 5705.000 MHz";"WLAN/CH 140";"#DC143C"
"HU";"5705.000 - 5715.000 MHz";"WLAN/CH 142";"#DC143C"
"HU";"5715.000 - 5725.000 MHz";"WLAN/CH 144";"#DC143C"
"HU";"5740.000 - 5750.000 MHz";"WLAN/CH 149";"#DC143C"
"HU";"5750.000 - 5760.000 MHz";"WLAN/CH 151";"#DC143C"
"HU";"5760.000 - 5770.000 MHz";"WLAN/CH 153";"#DC143C"
"HU";"5770.000 - 5780.000 MHz";"WLAN/CH 155";"#DC143C"
"HU";"5780.000 - 5790.000 MHz";"WLAN/CH 157";"#DC143C"
"HU";"5790.000 - 5800.000 MHz";"WLAN/CH 159";"#DC143C"
"HU";"5800.000 - 5810.000 MHz";"WLAN/CH 161";"#DC143C"
"HU";"5820.000 - 5830.000 MHz";"WLAN/CH 165";"#DC143C"
"HU";"5840.000 - 5850.000 MHz";"WLAN/CH 169";"#DC143C"
"HU";"5860.000 - 5870.000 MHz";"WLAN/CH 173";"#DC143C"
"HU";"10700.000 - 12700.000 MHz";"SAT TV";"#B4B200"
