"Country";"Frequency Range";"Allocations";"Applications"
"SI";"646.000 - 654.000 MHz";"5G broadcast";"#A9A9A9"
"SI";"703.000 - 713.000 MHz";"700/Telekom/uplink";"#DCF3F9"
"SI";"713.000 - 723.000 MHz";"700/Telemach/uplink";"#000004"
"SI";"723.000 - 733.000 MHz";"700/A1/uplink";"#529200"
"SI";"733.000 - 736.000 MHz";"700/BeeIN/uplink";"#7BC500"
"SI";"738.000 - 753.000 MHz";"700/Telekom/SDL";"#DCF3F9"
"SI";"758.000 - 768.000 MHz";"700/Telekom/downlink";"#DCF3F9"
"SI";"768.000 - 778.000 MHz";"700/Telemach/downlink";"#000004"
"SI";"778.000 - 788.000 MHz";"700/A1/downlink";"#529200"
"SI";"788.000 - 791.000 MHz";"700/BeeIN/uplink";"#7BC500"
"SI";"791.000 - 801.000 MHz";"800/Telekom/downlink";"#DCF3F9"
"SI";"801.000 - 811.000 MHz";"800/Telemach/downlink";"#000004"
"SI";"811.000 - 821.000 MHz";"800/A1/downlink";"#529200"
"SI";"823.000 - 832.000 MHz";"Mics";"#8FBC8F"
"SI";"832.000 - 842.000 MHz";"800/Telekom/uplink";"#DCF3F9"
"SI";"842.000 - 852.000 MHz";"800/Telemach/uplink";"#000004"
"SI";"852.000 - 862.000 MHz";"800/A1/uplink";"#529200"
"SI";"863.000 - 870.000 MHz";"ISM 868";"#DC143C"
"SI";"876.000 - 880.000 MHz";"GSM-R/uplink";"#8c0065"
"SI";"880.000 - 885.000 MHz";"900/Telemach/uplink";"#000004"
"SI";"885.000 - 900.000 MHz";"900/A1/uplink";"#529200"
"SI";"900.000 - 915.000 MHz";"900/Telekom/uplink";"#DCF3F9"
"SI";"921.000 - 925.000 MHz";"GSM-R/downlink";"#8c0065"
"SI";"925.000 - 930.000 MHz";"900/Telemach/downlink";"#000004"
"SI";"930.000 - 945.000 MHz";"900/A1/downlink";"#529200"
"SI";"945.000 - 960.000 MHz";"900/Telekom/downlink";"#DCF3F9"
"SI";"1028.000 - 1032.000 MHz";"IFF - ADSB/Aviation tracking systems";"#FF0000"
"SI";"1088.000 - 1092.000 MHz";"IFF - ADSB/Aviation tracking systems";"#FF0000"
"SI";"1164.000 - 1215.000 MHz";"Galileo E5";"#7CFC00"
"SI";"1164.000 - 1189.000 MHz";"GPS L5";"#FF1493"
"SI";"1189.000 - 1214.000 MHz";"GLONASS G3";"#FF1493"
"SI";"1207.000 - 1208.000 MHz";"BeiDou B2";"#E0E6B0"
"SI";"1215.000 - 1240.000 MHz";"GPS L2";"#00BFFF"
"SI";"1237.000 - 1254.000 MHz";"GLONASS G2";"#FF1493"
"SI";"1260.000 - 1300.000 MHz";"Galileo E6";"#7CFC00"
"SI";"1268.000 - 1269.000 MHz";"BeiDou B3";"#E0E6B0"
"SI";"1432.000 - 1452.000 MHz";"1500/Telekom/SDL";"#DCF3F9"
"SI";"1452.000 - 1472.000 MHz";"1500/Telemach/SDL";"#000004"
"SI";"1472.000 - 1512.000 MHz";"1500/A1/SDL";"#529200"
"SI";"1518.000 - 1525.000 MHz";"Meteo MSS/uplink";"#B0E0E6"
"SI";"1525.000 - 1559.000 MHz";"INMARSAT/MSS";"#B0E0E6"
"SI";"1544.000 - 1546.000 MHz";"SARSAT LEOSAR MEOSAR GEOSAR/rescue repeaters";"#B68040"
"SI";"1559.000 - 1592.000 MHz";"Galileo E1";"#7CFC00"
"SI";"1561.000 - 1562.000 MHz";"BeiDou B1";"#E0E6B0"
"SI";"1563.000 - 1587.000 MHz";"GPS L1";"#00BFFF"
"SI";"1589.000 - 1590.000 MHz";"BeiDou B1-B2";"#E0E6B0"
"SI";"1593.000 - 1610.000 MHz";"GLONASS G1";"#FF1493"
"SI";"1610.000 - 1660.500 MHz";"MSS/downlink";"#B0E0E6"
"SI";"1670.000 - 1675.000 MHz";"MSS/downlink";"#B0E0E6"
"SI";"1690.000 - 1708.000 MHz";"Meteor - NOAA/HRPT downlink";"#B0E0E6"
"SI";"1710.000 - 1740.000 MHz";"1800/A1/uplink";"#529200"
"SI";"1740.100 - 1765.000 MHz";"1800/Telekom/uplink";"#DCF3F9"
"SI";"1765.000 - 1785.000 MHz";"1800/Telemach/uplink";"#000004"
"SI";"1785.000 - 1805.000 MHz";"Mics";"#8FBC8F"
"SI";"1805.000 - 1835.000 MHz";"1800/A1/downlink";"#529200"
"SI";"1835.100 - 1860.000 MHz";"1800/Telekom/downlink";"#DCF3F9"
"SI";"1860.000 - 1880.000 MHz";"1800/Telemach/downlink";"#000004"
"SI";"1880.000 - 1900.000 MHz";"DECT";"#556B2F"
"SI";"1920.000 - 1935.000 MHz";"2100/A1/uplink";"#529200"
"SI";"1935.000 - 1950.000 MHz";"2100/Telemach/uplink";"#000004"
"SI";"1950.000 - 1970.000 MHz";"2100/Telekom/uplink";"#DCF3F9"
"SI";"1970.000 - 1980.000 MHz";"2100/T2/uplink";"#FF8700"
"SI";"1980.000 - 2010.000 MHz";"MSS/uplink";"#B0E0E6"
"SI";"2010.000 - 2025.000 MHz";"TV cam";"#B0E0E6"
"SI";"2080.000 - 2110.000 MHz";"TV retrans/uplink";"#B0E0E6"
"SI";"2110.000 - 2125.000 MHz";"2100/A1/downlink";"#529200"
"SI";"2125.000 - 2140.000 MHz";"2100/Telemach/downlink";"#000004"
"SI";"2140.000 - 2160.000 MHz";"2100/Telekom/downlink";"#DCF3F9"
"SI";"2160.000 - 2170.000 MHz";"2100/T2/downlink";"#FF8700"
"SI";"2170.000 - 2200.000 MHz";"MSS/uplink";"#B0E0E6"
"SI";"2200.000 - 2300.000 MHz";"TV retrans/downlink";"#B0E0E6"
"SI";"2320.000 - 2360.000 MHz";"2300/T2/TDD";"#FF8700"
"SI";"2360.000 - 2390.000 MHz";"2300/Telemach/TDD";"#000004"
"SI";"2409.000 - 2415.000 MHz";"WLAN/CH 1";"#DC143C"
"SI";"2414.000 - 2420.000 MHz";"WLAN/CH 2";"#DC143C"
"SI";"2419.000 - 2425.000 MHz";"WLAN/CH 3";"#DC143C"
"SI";"2424.000 - 2430.000 MHz";"WLAN/CH 4";"#DC143C"
"SI";"2429.000 - 2435.000 MHz";"WLAN/CH 5";"#DC143C"
"SI";"2434.000 - 2440.000 MHz";"WLAN/CH 6";"#DC143C"
"SI";"2439.000 - 2445.000 MHz";"WLAN/CH 7";"#DC143C"
"SI";"2444.000 - 2450.000 MHz";"WLAN/CH 8";"#DC143C"
"SI";"2449.000 - 2455.000 MHz";"WLAN/CH 9";"#DC143C"
"SI";"2454.000 - 2460.000 MHz";"WLAN/CH 10";"#DC143C"
"SI";"2459.000 - 2465.000 MHz";"WLAN/CH 11";"#DC143C"
"SI";"2464.000 - 2470.000 MHz";"WLAN/CH 12";"#DC143C"
"SI";"2469.000 - 2475.000 MHz";"WLAN/CH 13";"#DC143C"
"SI";"2483.500 - 2500.000 MHz";"TV cam";"#B0E0E6"
"SI";"2500.000 - 2535.000 MHz";"2600/Telekom/uplink";"#DCF3F9"
"SI";"2535.000 - 2565.000 MHz";"2600/A1/uplink";"#529200"
"SI";"2570.000 - 2595.000 MHz";"2600/Telekom/TDD";"#DCF3F9"
"SI";"2595.000 - 2620.000 MHz";"2600/A1/TDD";"#529200"
"SI";"2620.000 - 2655.000 MHz";"2600/Telekom/downlink";"#DCF3F9"
"SI";"2655.000 - 2685.000 MHz";"2600/A1/downlink";"#529200"
"SI";"2700.000 - 2900.000 MHz";"Civil + military radar";"#FF0000"
"SI";"3420.000 - 3560.000 MHz";"3500/Telekom/TDD";"#DCF3F9"
"SI";"3560.000 - 3700.000 MHz";"3700/Telemach/TDD";"#000004"
"SI";"3700.000 - 3800.000 MHz";"3700/A1/TDD";"#529200"
"SI";"3800.000 - 4200.000 MHz";"FSS/uplink";"#B0E0E6"
"SI";"5155.000 - 5165.000 MHz";"WLAN/CH 32";"#DC143C"
"SI";"5165.000 - 5175.000 MHz";"WLAN/CH 34";"#DC143C"
"SI";"5175.000 - 5185.000 MHz";"WLAN/CH 36";"#DC143C"
"SI";"5185.000 - 5195.000 MHz";"WLAN/CH 38";"#DC143C"
"SI";"5195.000 - 5205.000 MHz";"WLAN/CH 40";"#DC143C"
"SI";"5205.000 - 5215.000 MHz";"WLAN/CH 42";"#DC143C"
"SI";"5215.000 - 5225.000 MHz";"WLAN/CH 44";"#DC143C"
"SI";"5225.000 - 5235.000 MHz";"WLAN/CH 46";"#DC143C"
"SI";"5235.000 - 5245.000 MHz";"WLAN/CH 48";"#DC143C"
"SI";"5245.000 - 5255.000 MHz";"WLAN/CH 50";"#DC143C"
"SI";"5255.000 - 5265.000 MHz";"WLAN/CH 52";"#DC143C"
"SI";"5265.000 - 5275.000 MHz";"WLAN/CH 54";"#DC143C"
"SI";"5275.000 - 5285.000 MHz";"WLAN/CH 56";"#DC143C"
"SI";"5285.000 - 5295.000 MHz";"WLAN/CH 58";"#DC143C"
"SI";"5295.000 - 5305.000 MHz";"WLAN/CH 60";"#DC143C"
"SI";"5305.000 - 5315.000 MHz";"WLAN/CH 62";"#DC143C"
"SI";"5315.000 - 5325.000 MHz";"WLAN/CH 64";"#DC143C"
"SI";"5325.000 - 5335.000 MHz";"WLAN/CH 66";"#DC143C"
"SI";"5335.000 - 5345.000 MHz";"WLAN/CH 68";"#DC143C"
"SI";"5350.000 - 5470.000 MHz";"Meteo radar";"#B0E0E6"
"SI";"5475.000 - 5485.000 MHz";"WLAN/CH 96";"#DC143C"
"SI";"5495.000 - 5505.000 MHz";"WLAN/CH 100";"#DC143C"
"SI";"5505.000 - 5515.000 MHz";"WLAN/CH 102";"#DC143C"
"SI";"5515.000 - 5525.000 MHz";"WLAN/CH 104";"#DC143C"
"SI";"5525.000 - 5535.000 MHz";"WLAN/CH 106";"#DC143C"
"SI";"5535.000 - 5545.000 MHz";"WLAN/CH 108";"#DC143C"
"SI";"5545.000 - 5555.000 MHz";"WLAN/CH 110";"#DC143C"
"SI";"5555.000 - 5565.000 MHz";"WLAN/CH 112";"#DC143C"
"SI";"5565.000 - 5575.000 MHz";"WLAN/CH 114";"#DC143C"
"SI";"5575.000 - 5585.000 MHz";"WLAN/CH 116";"#DC143C"
"SI";"5585.000 - 5595.000 MHz";"WLAN/CH 118";"#DC143C"
"SI";"5595.000 - 5605.000 MHz";"WLAN/CH 120";"#DC143C"
"SI";"5605.000 - 5615.000 MHz";"WLAN/CH 122";"#DC143C"
"SI";"5615.000 - 5625.000 MHz";"WLAN/CH 124";"#DC143C"
"SI";"5625.000 - 5635.000 MHz";"WLAN/CH 126";"#DC143C"
"SI";"5635.000 - 5645.000 MHz";"WLAN/CH 128";"#DC143C"
"SI";"5645.000 - 5655.000 MHz";"WLAN/CH 130";"#DC143C"
"SI";"5655.000 - 5665.000 MHz";"WLAN/CH 132";"#DC143C"
"SI";"5665.000 - 5675.000 MHz";"WLAN/CH 134";"#DC143C"
"SI";"5675.000 - 5685.000 MHz";"WLAN/CH 136";"#DC143C"
"SI";"5685.000 - 5695.000 MHz";"WLAN/CH 138";"#DC143C"
"SI";"5695.000 - 5705.000 MHz";"WLAN/CH 140";"#DC143C"
"SI";"5705.000 - 5715.000 MHz";"WLAN/CH 142";"#DC143C"
"SI";"5715.000 - 5725.000 MHz";"WLAN/CH 144";"#DC143C"
"SI";"5740.000 - 5750.000 MHz";"WLAN/CH 149";"#DC143C"
"SI";"5750.000 - 5760.000 MHz";"WLAN/CH 151";"#DC143C"
"SI";"5760.000 - 5770.000 MHz";"WLAN/CH 153";"#DC143C"
"SI";"5770.000 - 5780.000 MHz";"WLAN/CH 155";"#DC143C"
"SI";"5780.000 - 5790.000 MHz";"WLAN/CH 157";"#DC143C"
"SI";"5790.000 - 5800.000 MHz";"WLAN/CH 159";"#DC143C"
"SI";"5800.000 - 5810.000 MHz";"WLAN/CH 161";"#DC143C"
"SI";"5820.000 - 5830.000 MHz";"WLAN/CH 165";"#DC143C"
"SI";"5840.000 - 5850.000 MHz";"WLAN/CH 169";"#DC143C"
"SI";"5860.000 - 5870.000 MHz";"WLAN/CH 173";"#DC143C"
"SI";"10700.000 - 12700.000 MHz";"SAT TV";"#B4B200"
"SI";"26500.000 - 26700.000 MHz";"26000/Telemach/TDD";"#000004"
"SI";"26700.000 - 27100.000 MHz";"26000/A1/TDD";"#529200"
"SI";"27100.000 - 27500.000 MHz";"26000/Telekom/TDD";"#DCF3F9"
